from;to;length;latFrom;lonFrom;latTo;lonTo;surface
15446;44775;102.00490184299969;49.888689;14.209746;49.887785;14.209958;2.0400980368599937
16358;16504;384.0070155322501;49.898879;14.261188;49.900764;14.257026;7.680140310645002
41298;29838;3.605551275463989;50.011652;14.384404;50.011622;14.384389;0.07211102550927978
40940;40931;361.261512906754;49.953659;14.312745;49.955919;14.316242;7.225230258135079
40939;40940;394.474618486677;49.954776;14.317186;49.953659;14.312745;7.88949236973354
48455;70091;332.2235859271917;49.926088;14.030438;49.927257;14.026377;6.6444717185438344
58589;18121;180.34164869432942;49.936887;14.353642;49.93798;14.351776;3.6068329738865885
40940;40939;394.474618486677;49.953659;14.312745;49.954776;14.317186;7.88949236973354
24557;24569;53.17447168538071;49.888681;14.329216;49.888211;14.329112;1.0634894337076142
25335;447;278.5809030799794;50.013072;14.356344;50.010612;14.356839;5.5716180615995885
25335;469;56.568542494923804;50.013072;14.356344;50.013076;14.355565;1.131370849898476
25335;464;121.29569430577726;50.013072;14.356344;50.014066;14.356864;2.4259138861155454
16366;16374;158.91773613167967;49.903838;14.238486;49.90345;14.24015;4.76753208395039
16366;16377;82.95887179060622;49.903838;14.238486;49.904551;14.23832;2.4887661537181867
24561;24483;61.41266048602053;49.888356;14.323104;49.888862;14.323401;1.2282532097204106
58589;18225;106.44918590475129;49.936887;14.353642;49.936264;14.354765;2.128983718095026
14930;60937;149.11134136815957;49.904119;14.188727;49.904307;14.190752;2.9822268273631916
14922;61180;78.79086241436883;49.90327;14.152702;49.90395;14.152999;1.5758172482873767
23668;52195;36.61919780598901;49.94903;14.333035;49.948707;14.333013;0.7323839561197802
16368;16379;124.0486759121124;49.9032;14.240664;49.90362;14.242255;2.480973518242248
14931;60918;46.167043246397085;49.902224;14.190825;49.902094;14.190226;0.9233408649279418
16368;16371;37.66389482355123;49.9032;14.240664;49.903415;14.240378;0.7532778964710246
58741;13533;11.40175425099138;49.932543;14.34567;49.932624;14.345783;0.22803508501982758
57331;57297;30.09731453311269;49.913921;14.069326;49.913789;14.068959;0.6019462906622538
58836;10621;822.1523884913771;49.925693;14.13743;49.925776;14.13904;16.443047769827544
65523;65524;285.8128758471178;50.014677;14.328042;50.014677;14.332033;5.716257516942356
65523;65526;89.80534505250787;50.014677;14.328042;50.015493;14.328038;1.7961069010501576
57332;57291;40.83829144571418;49.91391;14.069503;49.913718;14.069979;0.8167658289142835
65524;65510;320.2908370125239;50.014677;14.332033;50.014106;14.328342;6.405816740250478
16371;16368;37.66389482355123;49.903415;14.240378;49.9032;14.240664;0.7532778964710246
24374;30435;23.769728648009426;49.972269;14.066039;49.972355;14.066341;0.4753945729601885
57331;57355;26.174829620356036;49.913921;14.069326;49.914032;14.068996;0.5234965924071208
14757;66419;599.8460298240522;49.964931;14.043234;49.967027;14.03625;17.995380894721567
16371;16373;44.34628628234458;49.903415;14.240378;49.903805;14.240497;0.8869257256468915
16371;16374;17.08800749063506;49.903415;14.240378;49.90345;14.24015;0.5126402247190518
65523;65510;76.95547006440172;50.014677;14.328042;50.014106;14.328342;1.5391094012880344
57331;57332;13.341664064126334;49.913921;14.069326;49.91391;14.069503;0.2668332812825267
24567;24479;86.97700845625813;49.891422;14.32414;49.891262;14.325338;1.7395401691251626
16220;21097;94.49338601193207;49.946013;14.310456;49.945387;14.309558;1.8898677202386416
57331;57388;138.46774021253856;49.913921;14.069326;49.914359;14.071074;2.769354804250771
24567;24471;56.7017944923183;49.891422;14.32414;49.890998;14.323705;1.134035889846366
40948;40950;22.0;49.971473;14.400167;49.97167;14.400131;0.44
16373;16371;44.34628628234458;49.903805;14.240497;49.903415;14.240378;0.8869257256468915
57332;57331;13.341664064126334;49.91391;14.069503;49.913921;14.069326;0.2668332812825267
65526;65523;89.80534505250787;50.015493;14.328038;50.014677;14.328042;1.7961069010501576
65524;65523;285.8128758471178;50.014677;14.332033;50.014677;14.328042;5.716257516942356
58850;10335;170.30599794900908;49.951699;14.337497;49.952758;14.335772;3.406119958980182
65524;65527;90.93404203047393;50.014677;14.332033;50.015493;14.332033;1.8186808406094785
24568;24480;11.180339887498949;49.886992;14.325758;49.887024;14.325906;0.223606797749979
49884;26138;95.67144795647954;49.928654;14.352233;49.928818;14.353529;1.9134289591295908
16373;16374;46.861498055439924;49.903805;14.240497;49.90345;14.24015;0.9372299611087985
40950;40948;22.0;49.97167;14.400131;49.971473;14.400167;0.44
16373;16377;391.9650054497555;49.903805;14.240497;49.904551;14.23832;7.8393001089951095
16374;16366;158.91773613167967;49.90345;14.24015;49.903838;14.238486;4.76753208395039
24568;24501;98.32116297264568;49.886992;14.325758;49.887051;14.324426;1.9664232594529136
16374;16371;17.08800749063506;49.90345;14.24015;49.903415;14.240378;0.5126402247190518
42164;3336;159.22349199998726;49.944788;14.282179;49.944281;14.280155;3.1844698399997453
65527;65528;138.45215780189199;50.015493;14.332033;50.015497;14.330104;2.76904315603784
16374;16373;46.861498055439924;49.90345;14.24015;49.903805;14.240497;0.9372299611087985
65527;65536;42.42640687119285;50.015493;14.332033;50.015876;14.332033;0.848528137423857
24568;24532;59.713524319101644;49.886992;14.325758;49.887296;14.32614;1.1942704863820328
7098;41810;5.385164807134504;49.93895;14.236357;49.938931;14.236279;0.053851648071345036
65528;65526;148.22280526288793;50.015497;14.330104;50.015493;14.328038;2.9644561052577587
65526;65528;148.22280526288793;50.015493;14.328038;50.015497;14.330104;2.9644561052577587
41310;29839;72.4009178193156;50.01177;14.387734;50.011721;14.386725;1.4480183563863118
65526;65534;64.72474046233125;50.015493;14.328038;50.015876;14.328436;1.294494809246625
41286;30590;71.04580104178275;50.011552;14.384737;50.01182;14.385539;1.420916020835655
41286;30592;3.605551275463989;50.011552;14.384737;50.011522;14.384717;0.07211102550927978
42164;3351;154.66873764014935;49.944788;14.282179;49.945324;14.281873;3.093374752802987
57336;57311;50.35309035395721;49.913926;14.079617;49.913796;14.080265;1.0070618070791442
65527;65524;90.93404203047393;50.015493;14.332033;50.014677;14.332033;1.8186808406094785
57748;44533;5.0990195135927845;49.936726;14.133693;49.936707;14.133632;0.1019803902718557
16224;21090;54.50557811996707;49.94477;14.3086;49.944678;14.30786;1.0901115623993414
16379;16288;687.2564788962655;49.90362;14.242255;49.899079;14.248209;13.745129577925312
16377;16373;391.9650054497555;49.904551;14.23832;49.903805;14.240497;7.8393001089951095
24569;24557;53.17447168538071;49.888211;14.329112;49.888681;14.329216;1.0634894337076142
66562;33533;161.24711111814787;50.015681;14.385264;50.014594;14.385835;3.2249422223629574
16377;16366;82.95887179060622;49.904551;14.23832;49.903838;14.238486;2.4887661537181867
23531;56733;21.540659228538015;50.016005;14.389684;50.016192;14.389756;0.21540659228538014
65528;65527;138.45215780189199;50.015497;14.330104;50.015493;14.332033;2.76904315603784
24569;24580;209.96436492323218;49.888211;14.329112;49.888643;14.326274;4.199287298464643
24571;24514;83.12108973132618;49.888208;14.322138;49.888932;14.321909;1.6624217946265236
65528;65533;41.30375285612676;50.015497;14.330104;50.015874;14.330098;0.8260750571225353
58699;15135;38.174702577284606;49.965069;14.27638;49.96474;14.276255;0.7634940515456922
15306;49580;56.00999900019995;49.923804;14.335505;49.923307;14.335627;1.120199980003999
7101;41816;22.360679774997898;49.939442;14.238054;49.939375;14.238351;0.447213595499958
7101;41817;33.421549934136806;49.939442;14.238054;49.939645;14.237714;0.6684309986827361
14763;66429;98.21232007707411;49.966611;14.033436;49.965859;14.032927;1.9642464015414822
66562;33574;249.04732485433277;50.015681;14.385264;50.017856;14.385825;4.980946497086656
59188;7;479.72002362212777;49.958732;14.067991;49.959596;14.063751;9.594400472442555
16379;16368;124.0486759121124;49.90362;14.242255;49.9032;14.240664;2.480973518242248
75015;33645;545.4858313266614;49.942858;14.274668;49.941209;14.267806;10.909716626533227
66562;33547;154.71468674026877;50.015681;14.385264;50.014758;14.385038;4.641440602208063
75015;33653;135.56286072347152;49.942858;14.274668;49.943444;14.276237;2.7112572144694305
15464;44774;102.23052919507462;49.885994;14.203103;49.885938;14.201757;2.0446105839014925
24382;30449;408.6000092584866;49.971433;14.031096;49.973247;14.026435;8.17200018516973
58850;10504;120.63834228698664;49.951699;14.337497;49.952763;14.337851;2.412766845739733
41291;30591;22.561028345356956;50.011605;14.386253;50.011806;14.386291;0.45122056690713913
65533;65534;119.21828718783037;50.015874;14.330098;50.015876;14.328436;2.3843657437566073
65533;65536;139.30183056945089;50.015874;14.330098;50.015876;14.332033;2.786036611389018
65533;65540;38.2099463490856;50.015874;14.330098;50.016214;14.330077;0.764198926981712
14915;61796;91.86647306640693;49.935987;14.258821;49.936472;14.259818;1.8373294613281386
75909;6048;124.23365083583433;49.87362;14.055496;49.874702;14.055912;2.4846730167166866
65534;65526;64.72474046233125;50.015876;14.328436;50.015493;14.328038;1.294494809246625
41291;30585;5.385164807134504;50.011605;14.386253;50.011563;14.386245;0.10770329614269007
56742;75884;52.61178575186362;50.020877;14.39421;50.021345;14.394219;0.5261178575186363
75820;8804;68.1831295141686;49.964798;14.069541;49.965347;14.069106;1.363662590283372
41841;13572;168.12588429302542;49.985623;14.370571;49.984709;14.368724;3.3625176858605084
73724;73728;25.998736735552942;49.944317;14.161584;49.944186;14.161836;0.5199747347110588
41765;15931;712.8346624122097;49.885107;14.271969;49.88621;14.264118;14.256693248244193
16071;25996;234.4145565601778;49.9087;14.286833;49.909725;14.289569;4.688291131203556
75908;6041;1053.7978933362886;49.902679;14.020486;49.90439;14.034922;21.075957866725773
65533;65528;41.30375285612676;50.015874;14.330098;50.015497;14.330104;0.8260750571225353
57882;40611;164.41773258479006;49.994682;14.396363;49.995071;14.398128;3.2883546516958013
65536;65527;42.42640687119285;50.015876;14.332033;50.015493;14.332033;0.848528137423857
73728;73724;25.998736735552942;49.944186;14.161836;49.944317;14.161584;0.5199747347110588
41837;13716;115.620846328855;49.982698;14.363728;49.982963;14.365254;2.3124169265770997
65536;65533;139.30183056945089;50.015876;14.332033;50.015874;14.330098;2.786036611389018
41837;13719;57.12363241643601;49.982698;14.363728;49.982497;14.364384;1.1424726483287202
65534;65533;119.21828718783037;50.015876;14.328436;50.015874;14.330098;2.3843657437566073
23549;56386;53.85164807134504;49.929509;14.28801;49.929757;14.28866;1.0770329614269007
65534;65547;54.45181356024793;50.015876;14.328436;50.016371;14.328427;1.0890362712049586
75910;6050;33.0;49.915947;14.025852;49.915991;14.026302;0.66
24569;24778;458.63213190964655;49.888211;14.329112;49.885413;14.33244;9.172642638192931
6331;65886;5.830951894845301;49.923963;14.069447;49.924009;14.069477;0.11661903789690602
65537;65538;76.6550715869472;50.016179;14.330962;50.016183;14.332033;1.533101431738944
41292;30683;4.123105625617661;50.011607;14.384571;50.011575;14.384557;0.0824621125123532
49934;24912;539.7289358156345;49.903284;14.327944;49.907229;14.331671;10.79457871631269
65538;65536;34.23448553724738;50.016183;14.332033;50.015876;14.332033;0.6846897107449476
65536;65538;34.23448553724738;50.015876;14.332033;50.016183;14.332033;0.6846897107449476
24579;24531;50.81712477516277;49.891235;14.327218;49.891249;14.326522;1.0163424955032554
58457;22875;178.92757067524803;49.97512;14.34298;49.97499;14.345453;3.5785514135049605
65539;65540;57.42821606144492;50.016211;14.329275;50.016214;14.330077;1.1485643212288985
6820;50808;102.6951711068216;49.912313;14.152933;49.911448;14.152454;2.053903422136432
65540;65533;38.2099463490856;50.016214;14.330077;50.015874;14.330098;0.764198926981712
24580;24532;150.0365399462025;49.888643;14.326274;49.887296;14.32614;3.0007307989240504
65538;65537;76.6550715869472;50.016183;14.332033;50.016179;14.330962;1.533101431738944
65538;65543;23.104295754595846;50.016183;14.332033;50.016367;14.331974;0.46208591509191693
24580;24551;113.9135031918432;49.888643;14.326274;49.888919;14.324781;2.2782700638368643
23553;56385;43.41658669218482;49.928231;14.288918;49.928283;14.288314;0.8683317338436964
6821;50808;327.9785715769855;49.908566;14.153188;49.911448;14.152454;6.55957143153971
57349;57297;23.0;49.913997;14.068915;49.913789;14.068959;0.46
8360;3096;763.3349581770489;49.925389;14.159604;49.926702;14.150508;15.266699163540977
24580;24569;209.96436492323218;49.888643;14.326274;49.888211;14.329112;4.199287298464643
4;5;97.28812459239509;49.96302;14.070288;49.962411;14.069337;1.945762491847902
8196;8197;41.182520563948;49.936767;14.1338;49.937063;14.133456;0.8236504112789601
56745;76061;12.727922061357855;50.021091;14.391671;50.021185;14.39177;0.12727922061357855
6336;65883;97.99374689772594;49.922035;14.067729;49.921668;14.068773;1.9598749379545188
65540;65539;57.42821606144492;50.016214;14.330077;50.016211;14.329275;1.1485643212288985
5;4;97.28812459239509;49.962411;14.069337;49.96302;14.070288;1.945762491847902
8197;8201;53.84920519871308;49.937063;14.133456;49.937431;14.133875;1.0769841039742616
5;6;263.9414608716807;49.962411;14.069337;49.961189;14.066194;5.278829217433614
8197;8196;41.182520563948;49.937063;14.133456;49.936767;14.1338;0.8236504112789601
65540;65545;17.11724276862369;50.016214;14.330077;50.016369;14.330076;0.3423448553724738
7054;43638;18.110770276274835;49.96583;14.07007;49.96599;14.070063;0.3622154055254967
24711;20551;22.317821063276355;49.886697;14.342155;49.886748;14.342444;0.4463564212655271
40968;40875;99.0280692561751;50.019549;14.397114;50.018675;14.397116;1.980561385123502
57349;57357;246.98699608535443;49.913997;14.068915;49.914063;14.068999;4.939739921707089
57349;57355;7.615773105863909;49.913997;14.068915;49.914032;14.068996;0.15231546211727817
6;5;263.9414608716807;49.961189;14.066194;49.962411;14.069337;5.278829217433614
65543;65544;72.69112738154499;50.016367;14.331974;50.016368;14.330956;1.4538225476308997
40969;40875;85.77377834021242;50.018523;14.398289;50.018675;14.397116;1.7154755668042483
40969;40880;64.80645324032955;50.018523;14.398289;50.018783;14.398875;1.2961290648065908
75912;6226;370.8382396679177;49.890252;14.023378;49.891502;14.028169;7.416764793358355
48477;70309;23.769728648009426;49.897557;14.318672;49.897743;14.318507;0.4753945729601885
56746;76118;39.81205847478876;50.02112;14.394433;50.021479;14.394473;0.7962411694957753
48477;70310;5.385164807134504;49.897557;14.318672;49.897514;14.31871;0.10770329614269007
31610;68893;628.1138877312903;49.98121;14.161507;49.983377;14.158097;12.562277754625807
65543;65538;23.104295754595846;50.016367;14.331974;50.016183;14.332033;0.46208591509191693
66166;46227;25.96150997149434;49.924775;14.322118;49.925;14.322168;0.5192301994298868
65545;65544;63.63961030678928;50.016369;14.330076;50.016368;14.330956;1.2727922061357857
65545;65546;81.74350127074322;50.016369;14.330076;50.01637;14.328933;1.6348700254148645
67232;13250;120.70880472241083;49.931093;14.124254;49.93027;14.123152;2.4141760944482167
58641;17403;425.1677784127391;49.968938;14.306689;49.970034;14.31182;8.503355568254783
8201;8197;53.84920519871308;49.937431;14.133875;49.937063;14.133456;1.0769841039742616
65544;65543;72.69112738154499;50.016368;14.330956;50.016367;14.331974;1.4538225476308997
65544;65545;63.63961030678928;50.016368;14.330956;50.016369;14.330076;1.2727922061357857
65543;65577;108.89859526895003;50.016367;14.331974;50.01692;14.332716;2.1779719053790005
58861;10620;81.19654546577016;49.925544;14.124584;49.925467;14.125669;1.623930909315403
40969;40994;40.698754521494905;50.018523;14.398289;50.018187;14.39849;0.8139750904298981
75262;26440;204.51894777746145;49.908403;14.329949;49.906572;14.329903;4.090378955549229
16122;24819;144.04856820363966;49.912637;14.297859;49.911996;14.299459;2.8809713640727934
65544;65569;76.53256602332402;50.016368;14.330956;50.016726;14.330362;1.5306513204664804
65545;65540;17.11724276862369;50.016369;14.330076;50.016214;14.330077;0.3423448553724738
65547;65546;36.345563690772494;50.016371;14.328427;50.01637;14.328933;0.7269112738154498
6698;54830;18.973665961010276;49.895139;14.160279;49.894975;14.16023;0.37947331922020555
65547;65550;29.34572247522664;50.016371;14.328427;50.016401;14.328028;0.5869144495045329
57355;57349;7.615773105863909;49.914032;14.068996;49.913997;14.068915;0.15231546211727817
6698;54838;12.649110640673518;49.895139;14.160279;49.895256;14.160313;0.2529822128134704
57355;57331;26.174829620356036;49.914032;14.068996;49.913921;14.069326;0.5234965924071208
16398;16288;491.09075815434255;49.902141;14.252825;49.899079;14.248209;9.821815163086852
65546;65545;81.74350127074322;50.01637;14.328933;50.016369;14.330076;1.6348700254148645
65546;65547;36.345563690772494;50.01637;14.328933;50.016371;14.328427;0.7269112738154498
65546;65558;26.1725046566048;50.01637;14.328933;50.016599;14.328931;0.523450093132096
65547;65534;54.45181356024793;50.016371;14.328427;50.015876;14.328436;1.0890362712049586
66776;27436;527.9288906979017;49.8955;14.279712;49.89181;14.2751;10.558577813958033
66776;27437;547.0407569101822;49.8955;14.279712;49.89385;14.27336;10.940815138203643
25109;8422;20.615763175947606;49.938697;14.396725;49.938633;14.396471;0.6184728952784282
57355;57357;4.0;49.914032;14.068996;49.914063;14.068999;0.08
65549;65550;57.55866572463264;50.016401;14.327217;50.016401;14.328028;1.1511733144926528
57357;57355;4.0;49.914063;14.068999;49.914032;14.068996;0.08
57357;57349;246.98699608535443;49.914063;14.068999;49.913997;14.068915;4.939739921707089
25340;1284;129.24337645129054;50.01706;14.354145;50.015935;14.354492;2.5848675290258107
57358;57320;69.71046246533311;49.914052;14.074459;49.913874;14.075287;1.3942092493066622
65550;65547;29.34572247522664;50.016401;14.328028;50.016371;14.328427;0.5869144495045329
50614;4266;447.18662875769303;49.919981;14.311882;49.921882;14.306779;8.943732575153861
32040;55782;16.302619174044512;49.946095;14.397688;49.946004;14.397866;0.3260523834808902
40413;58339;81.72124053280189;49.968025;14.306058;49.967325;14.306045;1.6344248106560377
40413;58340;30.4138126514911;49.968025;14.306058;49.968284;14.305925;0.608276253029822
41707;18271;5.385164807134504;49.959675;14.324345;49.959632;14.324332;0.10770329614269007
75170;29506;683.8446904426986;49.990528;14.249705;49.989066;14.240542;13.676893808853972
58625;18106;48.172068075839796;49.930947;14.345174;49.931168;14.345726;1.4451620422751938
31775;64029;264.8147074179677;49.89132;14.377237;49.892469;14.374295;5.296294148359355
16127;24819;161.9917105857355;49.912882;14.301233;49.911996;14.299459;3.23983421171471
65550;65549;57.55866572463264;50.016401;14.328028;50.016401;14.327217;1.1511733144926528
73675;75839;338.57561256304956;49.945921;14.376044;49.943274;14.37451;6.771512251260991
41707;18282;41.43669871020132;49.959675;14.324345;49.960041;14.324474;0.8287339742040264
49167;49180;22.38082171918422;49.913371;14.360594;49.913575;14.360549;0.44761643438368437
65550;65573;45.953304575490684;50.016401;14.328028;50.016744;14.327791;0.9190660915098137
23566;56386;52.92447448959697;49.929996;14.289289;49.929757;14.28866;1.0584894897919392
65985;52094;11.0;49.888911;14.23661;49.889011;14.236591;0.22
75170;29570;438.5518178919225;49.990528;14.249705;49.990843;14.255765;8.77103635783845
75235;27556;211.79825396629585;50.01233;14.22461;50.014161;14.225243;6.353947618988875
65678;61685;7.6212327846342935;49.929673;14.304907;49.929671;14.304806;0.15242465569268587
40416;58366;163.32433732722663;49.96452;14.313717;49.965009;14.311648;4.899730119816798
15824;34327;65.2018130382687;50.013851;14.114199;50.014385;14.113854;1.304036260765374
31945;58906;280.5148827983465;49.890744;14.217463;49.888419;14.218016;5.61029765596693
15171;54614;26.68332812825267;49.995654;14.157279;49.99543;14.157402;0.5336665625650534
8201;8556;61.60778117401539;49.937431;14.133875;49.93704;14.134482;1.232155623480308
16455;14833;682.2561308343766;49.876677;14.203297;49.882441;14.206212;13.645122616687532
40983;40903;67.96333804689404;50.019254;14.399625;50.018665;14.399749;1.3592667609378808
8201;8555;96.33713901431088;49.937431;14.133875;49.937789;14.132754;1.9267427802862176
33774;2222;137.80162780918923;49.975518;14.326474;49.976726;14.326531;2.7560325561837846
65558;65546;26.1725046566048;50.016599;14.328931;50.01637;14.328933;0.523450093132096
7573;28038;60.440052945046304;49.991061;14.037022;49.990991;14.037863;1.2088010589009262
40980;40981;33.4762966378213;50.016611;14.398291;50.016756;14.398594;0.669525932756426
40980;40992;22.494736517228905;50.016611;14.398291;50.016437;14.398149;0.4498947303445781
40980;40993;79.05999496805174;50.016611;14.398291;50.017297;14.398307;1.5811998993610348
24277;34500;1218.2921599994136;49.95243;14.090748;49.948466;14.080035;24.365843199988273
6709;54838;626.3445965331135;49.899581;14.16402;49.895256;14.160313;12.52689193066227
40416;58525;122.39095290469402;49.96452;14.313717;49.963644;14.312703;2.4478190580938803
58460;23438;34.132096331752024;49.976602;14.343582;49.976878;14.343766;0.6826419266350405
8394;2622;77.03410148255298;49.937127;14.135815;49.936878;14.134824;1.5406820296510597
40981;40980;33.4762966378213;50.016756;14.398594;50.016611;14.398291;0.669525932756426
16066;26941;85.86762816533209;49.911453;14.280498;49.912077;14.281193;1.7173525633066418
42197;3332;9.486832980505138;49.949544;14.277591;49.94963;14.277605;0.18973665961010278
40416;58529;69.31111332904455;49.96452;14.313717;49.965031;14.314293;1.386222266580891
65424;69766;153.88357039660224;49.992249;14.127605;49.993303;14.126241;3.0776714079320446
16136;24806;239.71316242545066;49.913002;14.307794;49.910965;14.30672;4.794263248509013
42197;3329;38.9382961730137;49.949544;14.277591;49.949205;14.277624;0.778765923460274
6845;50676;674.3929141544527;49.913737;14.177546;49.912463;14.16844;13.487858283089054
14794;66419;23.021728866442675;49.967115;14.035965;49.967027;14.03625;0.6906518659932803
16136;24817;100.07996802557443;49.913002;14.307794;49.91291;14.306401;2.001599360511489
31784;64029;92.36021028323198;49.892259;14.373074;49.892469;14.374295;1.8472042056646396
65558;65569;115.94059970837252;50.016599;14.328931;50.016726;14.330362;2.3188119941674503
15570;42358;174.28684189497721;49.972873;14.321761;49.973703;14.323789;3.485736837899544
7576;28033;96.51831597695474;49.990493;14.043744;49.990656;14.042423;1.9303663195390948
31551;71261;365.76247420634076;49.929816;14.184371;49.930772;14.179587;7.315249484126815
65558;65573;93.35133790689537;50.016599;14.328931;50.016744;14.327791;1.8670267581379074
49175;49183;9.219544457292887;49.913556;14.358092;49.913623;14.358175;0.18439088914585774
40983;40988;27.619852623897913;50.019254;14.399625;50.019082;14.399365;0.5523970524779582
40983;40990;57.315111129806404;50.019254;14.399625;50.019748;14.399839;1.1463022225961281
16137;24817;13.601470508735444;49.912929;14.306226;49.91291;14.306401;0.2720294101747089
8216;8218;32.655681716144905;50.017885;14.386629;50.018117;14.386907;0.326556817161449
8424;1781;84.42121069618051;49.937859;14.394897;49.937217;14.394317;1.68842421392361
33198;20235;205.36073179052363;49.992078;14.209465;49.990974;14.207738;4.107214635810473
6847;50674;114.44450758735658;49.913267;14.179534;49.912343;14.179604;2.2888901517471316
16135;24911;351.5817808923881;49.912738;14.304823;49.91041;14.303083;7.031635617847762
65425;69771;443.7205278481351;49.996613;14.123678;49.993491;14.125869;8.874410556962701
8218;8216;32.655681716144905;50.018117;14.386907;50.017885;14.386629;0.326556817161449
8224;8024;24.605776342097577;50.012091;14.394562;50.012217;14.394833;0.49211552684195153
49178;49206;43.65248970209983;49.913567;14.357606;49.913782;14.357237;0.8730497940419966
7249;38259;82.6337559540836;49.969947;14.166668;49.969952;14.167804;1.652675119081672
8218;8220;36.0;50.018117;14.386907;50.017819;14.38706;0.36
15573;42362;60.53924347066124;49.974218;14.325881;49.974493;14.326609;1.2107848694132248
75961;5378;117.5457357797381;50.021875;14.11104;50.020871;14.111522;2.350914715594762
40416;58661;126.60363286943512;49.96452;14.313717;49.96412;14.315248;2.5320726573887025
57370;57380;24.041630560342615;49.914178;14.065403;49.914309;14.065125;0.4808326112068523
42201;3332;31.38470965295043;49.94981;14.277952;49.94963;14.277605;0.6276941930590086
49178;49179;12.041594578792296;49.913567;14.357606;49.913569;14.357442;0.24083189157584592
8225;8024;83.40592028653977;50.012319;14.395981;50.012217;14.394833;1.6681184057307954
7204;39686;721.338814816291;49.973025;14.129483;49.973609;14.136577;14.42677629632582
40988;40983;27.619852623897913;50.019082;14.399365;50.019254;14.399625;0.5523970524779582
40422;58532;256.82730400072666;49.961969;14.315898;49.964085;14.31531;5.136546080014533
49180;49167;22.38082171918422;49.913575;14.360549;49.913371;14.360594;0.44761643438368437
49179;49190;62.73953449003373;49.913569;14.357442;49.913672;14.356878;1.2547906898006747
49179;49191;24.455333358891234;49.913569;14.357442;49.913689;14.357161;0.4891066671778247
58786;13515;21.2602916254693;49.944661;14.354669;49.944805;14.354863;0.212602916254693
49179;49178;12.041594578792296;49.913569;14.357442;49.913567;14.357606;0.24083189157584592
8220;8218;36.0;50.017819;14.38706;50.018117;14.386907;0.36
6852;50634;370.78641313238876;49.911298;14.177765;49.909755;14.181569;7.415728262647775
24604;24610;55.57633909057471;49.993454;14.304744;49.993121;14.30423;1.1115267818114942
49180;49237;79.63471264213086;49.913575;14.360549;49.914049;14.359734;1.5926942528426173
6852;50674;176.56828625155524;49.911298;14.177765;49.912343;14.179604;3.5313657250311046
40990;40983;57.315111129806404;50.019748;14.399839;50.019254;14.399625;1.1463022225961281
49183;49175;9.219544457292887;49.913623;14.358175;49.913556;14.358092;0.18439088914585774
